Order_Priority,Customer_ID,Ship_Mode,Order_Date,Order_ID
High,2547,Delivery Truck,9/15/2013,87928
Low,2548,Regular Air,4/4/2010,46436
Low,2548,Express Air,4/21/2010,40997
Low,2548,Regular Air,4/21/2010,40997
Low,2548,Delivery Truck,4/21/2010,40997
Not Specified,2548,Regular Air,12/4/2010,29889
Low,2548,Regular Air,6/17/2011,4610
Low,2548,Regular Air,6/17/2011,4610
Medium,2548,Regular Air,7/26/2011,19205
Medium,2548,Regular Air,7/26/2011,19205
Not Specified,2548,Regular Air,3/4/2012,27811
Not Specified,2548,Regular Air,3/4/2012,27811
Low,2548,Regular Air,4/21/2013,40997
High,2548,Delivery Truck,5/30/2013,50181
Medium,2548,Regular Air,9/7/2013,43713
High,2548,Regular Air,10/24/2013,53445
High,2548,Regular Air,10/24/2013,53445
Low,2549,Express Air,4/21/2010,88657
Low,2549,Regular Air,4/21/2010,88657
Low,2549,Delivery Truck,4/21/2010,88657
Not Specified,2549,Regular Air,12/4/2010,88658
Not Specified,2549,Regular Air,3/4/2012,88661
Low,2549,Regular Air,4/21/2013,88662
Low,2550,Regular Air,6/17/2011,88659
Low,2550,Regular Air,6/17/2011,88659
Medium,2550,Regular Air,7/26/2011,88660
Medium,2550,Regular Air,7/26/2011,88660
Not Specified,2550,Regular Air,3/4/2012,88661
Low,2551,Regular Air,4/4/2010,88656
High,2551,Delivery Truck,5/30/2013,88663
Medium,2551,Regular Air,9/7/2013,88664
High,2551,Regular Air,10/24/2013,88665
High,2551,Regular Air,10/24/2013,88665
Medium,2553,Regular Air,2/12/2010,86528
Low,2553,Regular Air,2/23/2013,86533
Not Specified,2554,Regular Air,11/10/2012,86532
Not Specified,2554,Regular Air,11/10/2012,86532
Not Specified,2554,Regular Air,11/10/2012,86532
Low,2554,Regular Air,2/23/2013,86533
Low,2554,Regular Air,2/23/2013,86533
Low,2555,Regular Air,1/9/2010,86527
Critical,2555,Regular Air,53711,261.21
Critical,2555,Regular Air,8/2/2010,86529
Low,2555,Regular Air,9/28/2011,86530
Low,2555,Regular Air,9/28/2011,86530
High,2555,Regular Air,6/1/2012,86531
Not Specified,2555,Regular Air,11/10/2012,86532
High,2556,Delivery Truck,6/1/2012,86531
High,2558,Regular Air,1/8/2011,90619
High,2558,Regular Air,7/17/2013,90620
High,2560,Regular Air,4/16/2011,86467
High,2560,Regular Air,4/16/2011,86467
Not Specified,2561,Delivery Truck,3/22/2010,86465
Not Specified,2561,Regular Air,10/8/2010,86466
Not Specified,2561,Regular Air,10/8/2010,86466
Not Specified,2561,Regular Air,3/22/2013,86469
Not Specified,2561,Regular Air,10/29/2013,86470
Not Specified,2562,Regular Air,6/19/2011,86468
Not Specified,2563,Regular Air,4/8/2010,91447
Medium,2563,Regular Air,8/26/2011,91448
Medium,2563,Regular Air,8/26/2011,91448
Not Specified,2564,Regular Air,10/22/2011,91449
Not Specified,2564,Regular Air,7/20/2013,91450
Not Specified,2564,Regular Air,7/20/2013,91450
Not Specified,2564,Regular Air,7/20/2013,91450
Medium,2565,Regular Air,8/26/2011,46375
Medium,2565,Regular Air,8/26/2011,46375
Not Specified,2565,Regular Air,10/22/2011,48800
Not Specified,2565,Regular Air,4/8/2013,31171
Not Specified,2565,Regular Air,7/20/2013,49927
Not Specified,2565,Regular Air,7/20/2013,49927
Not Specified,2565,Regular Air,7/20/2013,49927
Low,2566,Regular Air,7/21/2013,90877
Low,2567,Regular Air,2/27/2011,58820
Low,2567,Regular Air,7/21/2013,16098
Low,2567,Regular Air,7/21/2013,16098
Critical,2567,Regular Air,8/5/2013,42369
Low,2568,Regular Air,2/27/2011,90875
Critical,2568,Regular Air,8/5/2011,90876
Low,2568,Regular Air,7/21/2013,90877
Critical,2569,Express Air,2/22/2011,90328
Critical,2569,Regular Air,2/22/2011,90328
Critical,2569,Regular Air,2/22/2011,90328
High,2569,Express Air,3/31/2012,90330
Critical,2570,Regular Air,10/25/2010,90327
Critical,2570,Delivery Truck,10/25/2010,90327
Critical,2570,Regular Air,10/25/2010,90327
Critical,2570,Regular Air,10/25/2010,90327
Medium,2570,Regular Air,9/14/2013,90332
Critical,2571,Delivery Truck,10/25/2010,50656
Critical,2571,Regular Air,10/25/2010,50656
Critical,2571,Express Air,2/22/2011,37606
Critical,2571,Regular Air,2/22/2011,37606
Critical,2571,Regular Air,2/22/2011,37606
High,2571,Regular Air,11/22/2011,27047
High,2571,Regular Air,11/22/2011,27047
High,2571,Express Air,3/31/2012,28807
Critical,2571,Regular Air,6/22/2012,11425
Critical,2571,Express Air,6/22/2012,11425
Medium,2571,Regular Air,9/14/2013,42054
Critical,2571,Regular Air,10/25/2013,50656
Critical,2571,Regular Air,10/25/2013,50656
High,2572,Regular Air,11/22/2011,90329
High,2572,Regular Air,11/22/2011,90329
Critical,2572,Regular Air,6/22/2012,90331
Critical,2572,Express Air,6/22/2012,90331
Medium,2574,Express Air,1/9/2012,90094
High,2574,Regular Air,12/24/2012,90096
Critical,2574,Regular Air,3/30/2013,90097
Critical,2574,Regular Air,8/22/2013,90098
High,2575,Express Air,11/21/2012,90095
High,2577,Regular Air,8/23/2011,88300
Not Specified,2577,Regular Air,9/9/2011,88302
Not Specified,2577,Regular Air,3/18/2012,88304
Not Specified,2577,Regular Air,3/18/2012,88304
Not Specified,2577,Regular Air,3/18/2012,88304
Not Specified,2577,Delivery Truck,3/18/2012,88304
Low,2578,Regular Air,11/2/2010,88298
Low,2578,Regular Air,11/2/2010,88298
Low,2578,Delivery Truck,11/2/2010,88298
Not Specified,2578,Regular Air,2/25/2011,88299
Not Specified,2578,Delivery Truck,9/9/2011,88302
Not Specified,2578,Regular Air,9/9/2011,88302
High,2579,Delivery Truck,1/3/2010,88296
Medium,2579,Regular Air,7/17/2010,88297
Low,2579,Regular Air,12/1/2011,88303
High,2579,Regular Air,1/3/2013,88305
Critical,2579,Regular Air,6/4/2013,88308
Not Specified,2579,Regular Air,7/12/2013,88309
Low,2579,Express Air,9/19/2013,88311
High,2579,Regular Air,11/10/2013,88313
High,2580,Regular Air,5/26/2013,88307
High,2580,Regular Air,5/26/2013,88307
Medium,2580,Express Air,9/18/2013,88310
Medium,2580,Regular Air,9/18/2013,88310
Medium,2580,Regular Air,9/18/2013,88310
Critical,2580,Regular Air,10/28/2013,88312
Critical,2581,Regular Air,9/7/2011,88301
Critical,2581,Regular Air,9/7/2011,88301
Critical,2581,Regular Air,1/6/2013,88306
Critical,2581,Regular Air,1/6/2013,88306
Medium,2583,Delivery Truck,12/7/2010,89657
Medium,2583,Regular Air,12/7/2010,89657
Critical,2584,Regular Air,12/9/2010,89658
Low,2584,Regular Air,8/26/2011,89659
Not Specified,2584,Regular Air,6/16/2012,89661
Critical,2584,Express Air,11/7/2012,89662
Critical,2584,Regular Air,11/7/2012,89662
Low,2585,Express Air,10/12/2011,89660
Low,2585,Regular Air,10/12/2011,89660
High,2585,Express Air,49201,16.76
Medium,2587,Express Air,8/28/2010,91166
Not Specified,2587,Regular Air,12/26/2010,91167
Critical,2587,Regular Air,2/9/2011,91168
Medium,2587,Delivery Truck,1/29/2012,91169
Medium,2588,Regular Air,12/20/2012,91170
Medium,2588,Regular Air,Central,4/10/2013
Not Specified,2588,Regular Air,9/21/2013,91172
Not Specified,2588,Delivery Truck,9/21/2013,91172
Medium,2589,Regular Air,12/20/2012,91170
Medium,2589,Regular Air,12/6/2013,91173
Low,2591,Regular Air,10/23/2013,87783
Low,2592,Regular Air,2/27/2011,87776
Critical,2592,Regular Air,10/12/2011,87778
Critical,2592,Regular Air,10/12/2011,87778
Low,2593,Regular Air,4/17/2010,87772
Low,2593,Regular Air,9/12/2010,87773
High,2593,Regular Air,1/16/2011,87774
High,2593,Regular Air,1/16/2011,87774
Not Specified,2593,Regular Air,2/4/2011,87775
Not Specified,2593,Regular Air,2/4/2011,87775
Critical,2593,Regular Air,4/17/2012,87779
High,2593,Regular Air,5/26/2012,87780
Not Specified,2593,Regular Air,30605,490.04
Low,2593,Express Air,10/16/2013,87782
Not Specified,2594,Regular Air,5/15/2011,87777
Medium,2596,Regular Air,3/7/2012,90878
Critical,2596,Regular Air,8/24/2013,90879
Critical,2598,Express Air,11/1/2012,87387
Critical,2599,Regular Air,11/1/2012,87387
Critical,2600,Delivery Truck,12/25/2013,87389
Low,2601,Regular Air,9/21/2010,87382
Critical,2602,Regular Air,12/25/2011,87385
Critical,2603,Regular Air,10/5/2010,87383
Critical,2604,Delivery Truck,10/5/2010,87383
Low,2605,Express Air,5/20/2011,87384
Critical,2606,Express Air,11/1/2012,87387
Not Specified,2607,Regular Air,10/5/2012,87386
Critical,2608,Regular Air,10/28/2013,87388
High,2610,Regular Air,5/16/2010,86118
High,2610,Regular Air,2/11/2011,86120
Low,2611,Regular Air,10/20/2011,86121
High,2612,Delivery Truck,2/11/2011,86120
Low,2613,Express Air,7/24/2010,86119
Low,2614,Regular Air,10/20/2011,86121
Critical,2616,Regular Air,9/11/2010,91495
Medium,2616,Regular Air,11/12/2012,91499
Not Specified,2617,Regular Air,12/27/2010,91496
High,2617,Regular Air,9/15/2012,91497
High,2617,Regular Air,9/15/2012,91497
High,2617,Regular Air,10/22/2012,91498
Not Specified,2617,Regular Air,7/14/2013,91500
Not Specified,2617,Delivery Truck,12/27/2013,91501
Medium,2618,Regular Air,1/17/2010,46884
Medium,2618,Regular Air,1/17/2010,46884
Medium,2618,Regular Air,1/17/2010,46884
High,2618,Express Air,3/23/2010,34017
High,2618,Regular Air,3/23/2010,34017
Critical,2618,Regular Air,9/23/2010,53153
Medium,2618,Regular Air,3/25/2011,42597
Low,2618,Regular Air,10/19/2011,24903
Medium,2618,Regular Air,3/23/2012,57095
Not Specified,2618,Regular Air,8/9/2013,3136
High,2618,Express Air,9/19/2013,59238
High,2619,Express Air,3/23/2010,88014
Not Specified,2619,Regular Air,8/9/2010,88015
Low,2619,Regular Air,10/19/2011,88018
Medium,2619,Regular Air,1/17/2013,88020
High,2619,Regular Air,3/23/2013,88021
Medium,2619,Regular Air,3/25/2013,88022
Critical,2620,Regular Air,9/23/2010,88017
Medium,2620,Regular Air,3/23/2012,88019
Medium,2620,Regular Air,1/17/2013,88020
Medium,2620,Regular Air,1/17/2013,88020
High,2621,Express Air,9/19/2010,88016
High,2623,Regular Air,6/1/2011,91444
High,2623,Regular Air,6/1/2011,91444
High,2623,Express Air,5/10/2012,91445
High,2623,Regular Air,5/10/2012,91445
Not Specified,2624,Regular Air,3/27/2011,91443
Not Specified,2624,Express Air,6/13/2013,91446
Not Specified,2624,Regular Air,6/13/2013,91446
High,2626,Regular Air,8/7/2010,90927
Low,2626,Regular Air,2/18/2012,90928
Low,2626,Delivery Truck,2/18/2012,90928
Critical,2626,Delivery Truck,2/27/2013,90929
Medium,2626,Regular Air,3/4/2013,90930
High,2626,Regular Air,8/7/2013,90931
Medium,2628,Express Air,7/17/2010,85916
Low,2628,Regular Air,11/18/2013,85927
Not Specified,2629,Regular Air,1/16/2011,85917
Not Specified,2629,Regular Air,1/16/2011,85917
Critical,2629,Regular Air,10/18/2013,85925
Critical,2629,Regular Air,10/18/2013,85925
Not Specified,2629,Regular Air,10/19/2013,85926
Not Specified,2629,Regular Air,10/19/2013,85926
Critical,2630,Regular Air,1/5/2010,85914
Critical,2630,Regular Air,1/5/2010,85914
Critical,2630,Delivery Truck,1/5/2010,85914
High,2630,Regular Air,1/7/2010,85915
High,2630,Regular Air,1/18/2012,85920
High,2630,Regular Air,1/18/2012,85920
Medium,2630,Regular Air,10/5/2012,85921
Medium,2630,Regular Air,10/5/2012,85921
Not Specified,2630,Regular Air,10/19/2013,85926
Critical,2631,Regular Air,2/20/2011,85918
Medium,2631,Regular Air,3/14/2011,85919
Medium,2631,Express Air,3/14/2011,85919
High,2631,Regular Air,3/20/2013,85922
Low,2631,Delivery Truck,6/1/2013,85923
Medium,2631,Regular Air,6/26/2013,85924
Medium,2632,Regular Air,6/26/2013,85924
Medium,2634,Delivery Truck,2/4/2011,90175
Critical,2635,Regular Air,2/8/2011,90176
Critical,2635,Express Air,2/8/2011,90176
High,2635,Regular Air,2/24/2011,90177
High,2635,Express Air,2/24/2011,90177
Low,2637,Delivery Truck,1/28/2012,90953
High,2637,Regular Air,3/22/2012,90955
Critical,2637,Regular Air,2/13/2013,90958
Low,2638,Express Air,6/8/2010,90951
Critical,2638,Delivery Truck,3/7/2012,90954
Critical,2638,Regular Air,3/7/2012,90954
Low,2638,Delivery Truck,10/20/2012,90957
Low,2638,Regular Air,6/8/2013,90959
Not Specified,2639,Regular Air,9/19/2010,90952
Low,2639,Regular Air,1/28/2012,90953
Not Specified,2639,Regular Air,9/15/2012,90956
Not Specified,2639,Regular Air,9/15/2012,90956
Not Specified,2639,Regular Air,9/25/2013,90960
High,2641,Express Air,4/16/2011,86034
High,2641,Regular Air,4/16/2011,86034
High,2641,Regular Air,4/16/2011,86034
High,2641,Regular Air,4/6/2012,86035
Not Specified,2641,Regular Air,2/6/2013,86037
Medium,2641,Delivery Truck,6/28/2013,86039
Critical,2641,Regular Air,9/18/2013,86040
Critical,2642,Regular Air,1/24/2013,86036
Not Specified,2642,Regular Air,4/26/2013,86038
Critical,2642,Regular Air,9/18/2013,86040
Critical,2642,Regular Air,Boise,14
Critical,2643,Regular Air,4/25/2012,87508
High,2643,Regular Air,1/5/2013,87509
High,2643,Delivery Truck,7/9/2013,87510
High,2643,Regular Air,7/9/2013,87510
High,2643,Regular Air,7/9/2013,87510
High,2643,Regular Air,7/9/2013,87510
Low,2644,Regular Air,9/25/2011,87506
Low,2644,Express Air,9/25/2011,87506
Medium,2644,Regular Air,4/22/2012,87507
Medium,2644,Regular Air,4/22/2012,87507
Low,2645,Regular Air,9/25/2011,33505
Low,2645,Express Air,9/25/2011,33505
Medium,2645,Regular Air,4/22/2012,24486
Medium,2645,Regular Air,4/22/2012,24486
Critical,2645,Regular Air,4/25/2012,2947
High,2645,Regular Air,1/5/2013,13444
High,2645,Delivery Truck,7/9/2013,2209
High,2645,Regular Air,7/9/2013,2209
High,2645,Regular Air,7/9/2013,2209
High,2645,Regular Air,7/9/2013,2209
Low,2647,Regular Air,9/17/2010,91386
Low,2647,Regular Air,9/17/2010,91386
Critical,2647,Regular Air,8/3/2011,91387
High,2649,Regular Air,6/11/2010,88814
Low,2649,Delivery Truck,4/5/2011,88816
Low,2649,Regular Air,4/5/2011,88816
Critical,2650,Regular Air,11/4/2010,88815
Medium,2650,Regular Air,2/2/2013,88817
Low,2650,Regular Air,11/10/2013,88818
Low,2650,Regular Air,15234,1920.74
Low,2650,Regular Air,11/10/2013,88818
Medium,2652,Regular Air,5/25/2010,89361
Low,2652,Regular Air,93309,46.34
Medium,2652,Regular Air,4/20/2013,89363
Low,2652,Delivery Truck,8/19/2013,89364
Not Specified,2653,Regular Air,Derby,7
Not Specified,2653,Regular Air,2/22/2010,89360
Medium,2655,Delivery Truck,4/18/2010,86063
Critical,2655,Regular Air,10/8/2010,86064
High,2655,Regular Air,9/23/2011,86066
Critical,2655,Regular Air,12/28/2011,86067
Not Specified,2655,Regular Air,10/3/2012,86071
Not Specified,2655,Delivery Truck,10/3/2012,86071
Medium,2656,Regular Air,3/21/2011,86065
Medium,2656,Regular Air,3/21/2011,86065
Low,2656,Regular Air,10/2/2012,86070
High,2656,Regular Air,12/2/2012,86072
Medium,2656,Regular Air,3/21/2013,86074
Medium,2657,Delivery Truck,6/17/2012,86068
High,2657,Regular Air,7/25/2012,86069
High,2657,Regular Air,7/25/2012,86069
High,2657,Regular Air,7/25/2012,86069
Low,2657,Regular Air,10/2/2012,86070
Not Specified,2657,Regular Air,1/13/2013,86073
Not Specified,2657,Delivery Truck,1/13/2013,86073
Not Specified,2658,Delivery Truck,1/13/2013,86073
Not Specified,2658,Delivery Truck,1/13/2013,86073
Critical,2660,Regular Air,2/24/2010,86486
Critical,2661,Regular Air,3/17/2012,86487
Critical,2662,Regular Air,3/17/2012,86487
High,2663,Regular Air,9/15/2013,86488
High,2664,Express Air,9/15/2013,86488
Critical,2666,Regular Air,8/3/2011,87834
Medium,2666,Regular Air,3/10/2012,87837
Low,2666,Delivery Truck,12/18/2012,87838
Low,2666,Regular Air,12/18/2012,87838
Low,2666,Regular Air,12/18/2012,87838
High,2666,Regular Air,9/16/2013,87840
High,2667,Regular Air,4/2/2010,87831
High,2667,Express Air,4/2/2010,87831
High,2668,Regular Air,3/28/2010,87830
High,2668,Regular Air,3/28/2010,87830
Not Specified,2668,Regular Air,10/21/2010,87832
Low,2668,Regular Air,6/16/2011,87833
Low,2668,Regular Air,6/16/2011,87833
Critical,2668,Delivery Truck,8/3/2011,87834
High,2668,Delivery Truck,12/8/2011,87836
Medium,2669,Regular Air,9/12/2011,87835
Medium,2669,Delivery Truck,3/10/2012,87837
Critical,2669,Delivery Truck,4/2/2013,87839
High,2669,Regular Air,10/22/2013,87841
High,2670,Regular Air,11/29/2010,37924
High,2670,Regular Air,11/29/2010,37924
Not Specified,2670,Regular Air,1/19/2011,54497
Medium,2670,Regular Air,5/25/2013,12804
Medium,2670,Regular Air,5/25/2013,12804
Medium,2670,Express Air,5/25/2013,12804
Not Specified,2670,Delivery Truck,6/8/2013,39686
Not Specified,2670,Regular Air,6/8/2013,39686
Critical,2670,Regular Air,12/12/2013,49889
Critical,2670,Express Air,12/12/2013,49889
High,2671,Regular Air,11/29/2010,90551
Medium,2671,Regular Air,5/25/2013,90553
Medium,2671,Regular Air,5/25/2013,90553
Medium,2671,Express Air,5/25/2013,90553
Not Specified,2672,Regular Air,1/19/2011,90552
Not Specified,2673,Delivery Truck,6/8/2013,90554
Not Specified,2673,Regular Air,6/8/2013,90554
High,2673,Regular Air,11/29/2013,90555
Critical,2673,Regular Air,12/12/2013,90556
Critical,2673,Express Air,12/12/2013,90556
Medium,2675,Express Air,6/22/2012,91374
Low,2675,Regular Air,11/19/2012,91375
Low,2675,Regular Air,11/19/2012,91375
Critical,2677,Express Air,12/16/2010,86633
Critical,2677,Regular Air,12/16/2010,86633
Not Specified,2677,Regular Air,2/10/2013,86635
High,2678,Regular Air,10/3/2011,86634
High,2678,Regular Air,2/27/2013,86636
Medium,2678,Regular Air,Auburn,8
Critical,2678,Regular Air,12/21/2013,86638
Medium,2680,Regular Air,9/12/2012,89387
Not Specified,2681,Regular Air,9/21/2011,89385
Not Specified,2681,Regular Air,12/9/2011,89386
Medium,2681,Regular Air,10/17/2013,89388
Critical,2683,Regular Air,7/20/2012,89151
Low,2684,Express Air,2/15/2010,89146
Low,2684,Regular Air,2/15/2010,89146
Low,2684,Regular Air,10/10/2010,89148
Low,2684,Regular Air,10/10/2010,89148
Low,2684,Regular Air,10/10/2010,89148
Medium,2684,Regular Air,3/11/2013,89152
Medium,2684,Regular Air,33952,38.23
High,2685,Regular Air,4/4/2010,89147
Low,2685,Delivery Truck,3/28/2011,89149
Low,2685,Regular Air,3/28/2011,89149
Medium,2685,Regular Air,12/20/2011,89150
Not Specified,2685,Regular Air,3/31/2013,89153
Medium,2685,Regular Air,8/23/2013,89154
Critical,2687,Regular Air,9/20/2013,90629
High,2688,Regular Air,1/16/2013,90626
Critical,2689,Regular Air,11/4/2010,90624
Critical,2690,Regular Air,5/17/2013,90627
High,2691,Express Air,1/16/2013,90626
High,2692,Regular Air,8/4/2013,90628
Critical,2693,Regular Air,11/4/2010,90624
Critical,2693,Regular Air,9/20/2013,90629
Not Specified,2694,Regular Air,1/13/2011,90625
Critical,2696,Regular Air,3/5/2010,87676
Critical,2697,Regular Air,8/23/2010,87678
Critical,2697,Delivery Truck,8/23/2010,87678
Medium,2697,Regular Air,6/30/2012,87685
Medium,2697,Regular Air,6/30/2012,87685
High,2697,Regular Air,7/22/2012,87686
Low,2698,Regular Air,4/11/2011,87680
Low,2698,Regular Air,4/11/2011,87680
Medium,2698,Regular Air,1/15/2013,87688
Critical,2699,Regular Air,5/22/2010,87677
Not Specified,2699,Delivery Truck,10/8/2010,87679
Low,2699,Delivery Truck,6/18/2011,87681
High,2699,Regular Air,8/10/2011,87682
Medium,2699,Regular Air,1/15/2013,87688
Medium,2699,Regular Air,8/14/2013,87692
Not Specified,2699,Regular Air,10/27/2013,87693
Critical,2700,Delivery Truck,11/2/2012,87687
Low,2700,Regular Air,3/30/2013,87690
Critical,2701,Delivery Truck,11/2/2012,87687
Critical,2702,Regular Air,9/28/2011,87683
High,2702,Regular Air,11/1/2011,87684
Not Specified,2702,Regular Air,2/19/2013,87689
Medium,2702,Regular Air,7/16/2013,87691
Medium,2702,Regular Air,7/16/2013,87691
Not Specified,2702,Regular Air,12/29/2013,87694
Critical,2704,Regular Air,10/30/2010,91407
Low,2704,Express Air,10/31/2010,91408
Low,2704,Regular Air,7/31/2011,91409
High,2704,Regular Air,6/1/2012,91411
Medium,2704,Regular Air,9/9/2013,91413
Not Specified,2705,Express Air,4/9/2012,91410
Not Specified,2705,Express Air,4/9/2012,91410
High,2705,Delivery Truck,6/1/2012,91411
High,2705,Regular Air,6/1/2012,91411
Low,2706,Regular Air,5/17/2013,91412
High,2708,Regular Air,12/28/2011,89242
Medium,2708,Regular Air,1/4/2012,89243
Medium,2708,Regular Air,1/4/2012,89243
Medium,2709,Regular Air,5/28/2010,89240
Medium,2709,Regular Air,5/28/2010,89240
Medium,2709,Express Air,1/6/2012,89244
Not Specified,2710,Regular Air,8/18/2011,89241
Medium,2710,Regular Air,1/4/2012,89243
Medium,2710,Regular Air,1/6/2012,89244
Medium,2710,Regular Air,1/6/2012,89244
Not Specified,2710,Regular Air,12/6/2012,89245
Not Specified,2710,Regular Air,6/20/2013,89246
Not Specified,2712,Regular Air,5/10/2013,88710
Low,2712,Regular Air,11/10/2013,88712
Critical,2713,Regular Air,6/21/2010,88701
Critical,2713,Delivery Truck,6/21/2010,88701
Not Specified,2713,Regular Air,5/26/2012,88707
Not Specified,2713,Regular Air,5/26/2012,88707
High,2713,Regular Air,2/17/2013,88709
Critical,2714,Regular Air,10/22/2011,88703
Medium,2714,Regular Air,2/24/2012,88705
High,2714,Express Air,10/29/2012,88708
High,2714,Regular Air,10/29/2012,88708
Low,2715,Regular Air,7/12/2010,88702
Low,2715,Regular Air,2/15/2012,88704
Low,2715,Regular Air,2/15/2012,88704
Not Specified,2715,Delivery Truck,5/4/2012,88706
Not Specified,2715,Regular Air,8/4/2013,88711
Not Specified,2715,Express Air,8/4/2013,88711
Not Specified,2715,Regular Air,8/4/2013,88711
Not Specified,2717,Regular Air,2/18/2011,89396
Critical,2718,Regular Air,9/1/2010,89394
Low,2718,Regular Air,2/16/2011,89395
Not Specified,2718,Regular Air,9/1/2011,89397
Medium,2718,Regular Air,1/3/2013,89398
Low,2718,Regular Air,1/8/2013,89399
Critical,2718,Regular Air,10/8/2013,89400
Critical,2720,Regular Air,6/16/2010,88766
Critical,2720,Delivery Truck,5/27/2011,88767
Critical,2720,Regular Air,5/27/2011,88767
Medium,2720,Regular Air,8/27/2011,88768
High,2720,Express Air,11/9/2011,88769
High,2720,Express Air,12/29/2011,88770
Not Specified,2721,Regular Air,8/10/2013,88771
High,2723,Regular Air,2/27/2011,88960
High,2723,Delivery Truck,2/27/2011,88960
High,2723,Express Air,2/27/2011,88960
Medium,2723,Regular Air,6/6/2012,88962
Critical,2724,Regular Air,5/1/2010,88959
Critical,2724,Regular Air,5/1/2010,88959
High,2724,Regular Air,37421,834.24
High,2724,Regular Air,7/5/2012,88963
High,2724,Regular Air,7/5/2012,88963
Not Specified,2724,Regular Air,5/23/2013,88966
Not Specified,2724,Delivery Truck,5/23/2013,88966
Not Specified,2725,Regular Air,1/17/2010,88958
Low,2725,Regular Air,5/24/2012,88961
Low,2725,Regular Air,5/24/2012,88961
Not Specified,2725,Regular Air,10/28/2012,88964
High,2725,Regular Air,5/22/2013,88965
High,2727,Regular Air,11/2/2013,88125
Low,2728,Regular Air,8/7/2011,88116
Not Specified,2728,Regular Air,10/19/2012,88121
Not Specified,2728,Regular Air,3/28/2013,88122
Not Specified,2728,Regular Air,3/28/2013,88122
Not Specified,2728,Regular Air,3/28/2013,88122
Not Specified,2728,Express Air,3/28/2013,88122
Low,2729,Delivery Truck,3/6/2010,88114
Not Specified,2729,Delivery Truck,10/19/2012,88121
Not Specified,2729,Delivery Truck,10/19/2012,88121
High,2730,Regular Air,7/3/2012,88118
High,2730,Regular Air,7/3/2012,88118
Medium,2730,Delivery Truck,9/7/2013,88124
Medium,2730,Delivery Truck,9/7/2013,88124
Medium,2730,Regular Air,9/7/2013,88124
Medium,2731,Regular Air,6/3/2011,88115
Medium,2731,Regular Air,5/23/2012,88117
Low,2731,Regular Air,7/12/2012,88119
Critical,2731,Regular Air,7/14/2012,88120
Medium,2731,Regular Air,6/3/2013,88123
Not Specified,2733,Regular Air,11/12/2011,89020
Not Specified,2733,Regular Air,11/12/2011,89020
Not Specified,2733,Regular Air,7/18/2013,89022
Medium,2733,Regular Air,8/19/2013,89024
Medium,2733,Regular Air,8/19/2013,89024
Low,2734,Regular Air,6/5/2012,89021
Low,2735,Express Air,6/5/2012,89021
High,2736,Regular Air,7/29/2013,89023
Not Specified,2737,Regular Air,4/22/2010,89018
Medium,2737,Regular Air,6/1/2010,89019
Critical,2738,Regular Air,4/13/2010,89017
High,2740,Regular Air,2/10/2011,89482
High,2740,Regular Air,8/18/2012,89485
Low,2741,Regular Air,3/12/2010,89481
Critical,2741,Regular Air,2/12/2011,89483
High,2741,Delivery Truck,9/15/2011,89484
Not Specified,2741,Regular Air,8/21/2012,89486
Medium,2741,Express Air,1/2/2013,89487
Not Specified,2741,Regular Air,3/24/2013,89488
Medium,2741,Regular Air,3/29/2013,89489
Critical,2743,Express Air,Central,8/8/2012
Critical,2743,Regular Air,8/7/2012,89214
Critical,2743,Regular Air,10/25/2013,89216
Critical,2743,Express Air,10/25/2013,89216
Not Specified,2743,Regular Air,12/15/2013,89217
Not Specified,2743,Regular Air,12/15/2013,89217
Critical,2744,Regular Air,9/8/2012,89215
Medium,2745,Delivery Truck,3/18/2010,86184
Medium,2745,Regular Air,2/5/2013,86188
High,2746,Regular Air,4/11/2011,86185
High,2746,Express Air,4/11/2011,86185
High,2746,Delivery Truck,4/11/2011,86185
High,2746,Express Air,4/11/2011,86185
High,2746,Delivery Truck,9/19/2011,86186
High,2746,Regular Air,9/19/2011,86186
Medium,2746,Express Air,4/5/2012,86187
Medium,2747,Regular Air,2/5/2010,35200
Medium,2747,Delivery Truck,3/18/2010,23751
High,2747,Regular Air,4/11/2011,7078
High,2747,Express Air,4/11/2011,7078
High,2747,Delivery Truck,4/11/2011,7078
High,2747,Express Air,4/11/2011,7078
High,2747,Delivery Truck,9/19/2011,358
High,2747,Regular Air,9/19/2011,358
Medium,2747,Express Air,4/5/2012,22787
Medium,2749,Regular Air,8/14/2013,91428
Medium,2749,Regular Air,8/14/2013,91428
Critical,2750,Regular Air,3/8/2010,91424
Not Specified,2750,Delivery Truck,9/23/2011,91425
Not Specified,2750,Regular Air,9/23/2011,91425
Not Specified,2750,Regular Air,5/12/2012,91426
Not Specified,2750,Regular Air,5/12/2012,91426
High,2750,Regular Air,6/20/2013,91427
Medium,2752,Regular Air,4/10/2011,88071
Medium,2752,Regular Air,4/10/2011,88071
Medium,2752,Express Air,4/10/2011,88071
Critical,2752,Regular Air,8/26/2012,88072
Not Specified,2752,Delivery Truck,4/6/2013,88073
Low,2752,Regular Air,12/23/2013,88074
Medium,2753,Regular Air,11/13/2011,91507
High,2753,Regular Air,11/18/2012,91510
High,2753,Delivery Truck,11/18/2012,91510
Medium,2753,Regular Air,9/23/2013,91512
Medium,2753,Regular Air,9/23/2013,91512
Critical,2754,Regular Air,9/24/2012,91509
Low,2754,Regular Air,8/1/2013,91511
