Office Supplies,Economy Rollaway Files,165.2,3
Technology,Keytronic French Keyboard,73.98,26
Office Supplies,"Sanford EarthWrite� Recycled Pencils, Medium Soft, #2",2.1,14
Furniture,Hon 4700 Series Mobuis� Mid-Back Task Chairs with Adjustable Arms,355.98,14
Furniture,Bush Advantage Collection� Racetrack Conference Table,424.21,10
Office Supplies,Avery Binder Labels,3.89,1
Office Supplies,Acme� Design Stainless Steel Bent Scissors,6.84,13
Technology,Logitech Access Keyboard,15.98,2
Furniture,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",9.48,11
Furniture,Hon Every-Day� Chair Series Swivel Task Chairs,120.98,15
Furniture,Artistic Insta-Plaque,15.68,12
Office Supplies,Newell 307,1.82,22
Office Supplies,Cardinal Poly Pocket Divider Pockets for Ring Binders,3.36,11
Technology,Accessory35,35.99,5
Office Supplies,Fiskars� Softgrip Scissors,10.98,9
Furniture,Eldon Advantage� Foldable Chair Mats for Low Pile Carpets,54.2,1
Office Supplies,"Snap-A-Way� Black Print Carbonless Ruled Speed Letter, Triplicate",37.94,1
Office Supplies,Recycled Steel Personal File for Standard File Folders,55.29,9
Furniture,"\"Executive Impressions 13\"\" Clairmont Wall Clock\"",19.23,1
Office Supplies,Xerox 1929,22.84,2
Office Supplies,Premium Transparent Presentation Covers by GBC,20.98,10
Office Supplies,Xerox 1947,5.98,9
Office Supplies,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,70.97,18
Technology,"Imation 3.5 IBM Formatted Diskettes, 10/Box",8.32,1
Technology,US Robotics 56K V.92 Internal PCI Faxmodem,49.99,43
Office Supplies,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),5.28,34
Furniture,"Situations Contoured Folding Chairs, 4/Set",70.98,12
Technology,"Micro Innovations Micro Digital Wireless Keyboard and Mouse, Gray",82.99,9
Office Supplies,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",1.95,8
Office Supplies,Xerox 1980,4.28,3
Furniture,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",880.98,29
Furniture,"\"Executive Impressions 13\"\" Clairmont Wall Clock\"",19.23,4
Furniture,"Situations Contoured Folding Chairs, 4/Set",70.98,48
Technology,"Micro Innovations Micro Digital Wireless Keyboard and Mouse, Gray",82.99,34
Office Supplies,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",1.95,31
Office Supplies,Xerox 1929,22.84,8
Office Supplies,Premium Transparent Presentation Covers by GBC,20.98,38
Office Supplies,Xerox 1947,5.98,35
Office Supplies,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,70.97,71
Technology,"Imation 3.5 IBM Formatted Diskettes, 10/Box",8.32,3
Technology,US Robotics 56K V.92 Internal PCI Faxmodem,49.99,170
Furniture,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",880.98,116
Furniture,Eldon Advantage� Foldable Chair Mats for Low Pile Carpets,54.2,3
Office Supplies,"Snap-A-Way� Black Print Carbonless Ruled Speed Letter, Triplicate",37.94,3
Office Supplies,Recycled Steel Personal File for Standard File Folders,55.29,35
Office Supplies,Xerox 1980,4.28,12
Office Supplies,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),5.28,137
Furniture,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,137.48,2
Office Supplies,Avery Hi-Liter Pen Style Six-Color Fluorescent Set,3.85,8
Technology,5170,65.99,11
Office Supplies,Premium Transparent Presentation Covers by GBC,20.98,5
Office Supplies,"\"Adams Write n' Stick Phone Message Book, 11\"\" X 5 1/4\"\"",5.68,15.972
Technology,TDK 4.7GB DVD+RW,14.48,24
Office Supplies,"\"Perma STOR-ALL� Hanging File Box, 13 1/8\"\"W x 12 1/4\"\"D x 10 1/2\"\"H\"",5.98,13
Office Supplies,Round Ring Binders,2.08,5
Technology,Gyration Ultra Professional Cordless Optical Suite,300.97,2
Furniture,Staples Plastic Wall Frames,7.96,7
Office Supplies,Avery 511,3.08,13
Technology,Gyration Ultra Cordless Optical Suite,100.97,22
Office Supplies,Xerox 1963,5.28,13
Office Supplies,Ames Color-File� Green Diamond Border X-ray Mailers,83.98,34
Office Supplies,Xerox 1932,35.44,5
Office Supplies,4009� Highlighters by Sanford,3.98,9
Furniture,Office Star - Task Chair with Contemporary Loop Arms,90.98,5
Office Supplies,Newell 310,1.76,18
Office Supplies,Fellowes Staxonsteel� Drawer Files,193.17,16
Office Supplies,"Quartet Alpha� White Chalk, 12/Pack",2.21,9
Technology,Gyration Ultra Professional Cordless Optical Suite,300.97,7
Office Supplies,Xerox 1932,35.44,21
Office Supplies,4009� Highlighters by Sanford,3.98,36
Office Supplies,Newell 310,1.76,71
Office Supplies,Fellowes Staxonsteel� Drawer Files,193.17,63
Furniture,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,137.48,10
Office Supplies,"Quartet Alpha� White Chalk, 12/Pack",2.21,33
Office Supplies,Avery Hi-Liter Pen Style Six-Color Fluorescent Set,3.85,31
Technology,5170,65.99,44
Office Supplies,Premium Transparent Presentation Covers by GBC,20.98,21
Office Supplies,"\"Adams Write n' Stick Phone Message Book, 11\"\" X 5 1/4\"\"",5.68,13.31
Furniture,Staples Plastic Wall Frames,7.96,29
Office Supplies,Avery 511,3.08,50
Furniture,Office Star - Task Chair with Contemporary Loop Arms,90.98,19
Technology,TDK 4.7GB DVD+RW,14.48,96
Office Supplies,"\"Perma STOR-ALL� Hanging File Box, 13 1/8\"\"W x 12 1/4\"\"D x 10 1/2\"\"H\"",5.98,53
Office Supplies,Round Ring Binders,2.08,18
Technology,Gyration Ultra Cordless Optical Suite,100.97,88
Office Supplies,Xerox 1963,5.28,50
Office Supplies,Ames Color-File� Green Diamond Border X-ray Mailers,83.98,137
Technology,Bell Sonecor JB700 Caller ID,7.99,19
Technology,PC Concepts 116 Key Quantum 3000 Keyboard,32.98,20
Technology,Epson LQ-570e Dot Matrix Printer,270.97,1
Office Supplies,Sanford Pocket Accent� Highlighters,1.6,12
Furniture,"Global Stack Chair without Arms, Black",25.98,14
Furniture,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",120.98,13
Office Supplies,Xerox 1907,12.28,13
Office Supplies,Xerox 21,6.48,12
Office Supplies,"Brites Rubber Bands, 1 1/2 oz. Box",1.98,10
Furniture,"\"Bevis Round Bullnose 29\"\" High Table Top\"",259.71,2
Technology,VTech VT20-2481 2.4GHz Two-Line Phone System w/Answering Machine,179.99,16
Office Supplies,Hoover Portapower� Portable Vacuum,4.48,16
Furniture,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,218.75,10
Technology,i1000,65.99,14
Office Supplies,"Wilson Jones Hanging View Binder, White, 1\"\"",7.1,18
Office Supplies,Computer Printout Paper with Letter-Trim Perforations,18.97,5
Technology,StarTAC 6500,125.99,3
Technology,Zoom V.92 V.44 PCI Internal Controllerless FaxModem,39.99,3
Technology,"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",500.98,8
Office Supplies,Storex DuraTech Recycled Plastic Frosted Binders,4.24,14
Office Supplies,GBC ProClick Punch Binding System,63.98,5
Furniture,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",23.99,14
Furniture,"Master Caster Door Stop, Brown",5.08,1
Office Supplies,Xerox 1979,30.98,12
Office Supplies,"Eureka Hand Vacuum, Bagless",49.43,6
Office Supplies,Newell 312,5.84,16
Office Supplies,Avery 52,3.69,16
Furniture,Hon Comfortask� Task/Swivel Chairs,113.98,2
Technology,Timeport L7089,125.99,5
Technology,TDK 4.7GB DVD+RW,14.48,1
Technology,Accessory28,55.99,1
Office Supplies,Storex DuraTech Recycled Plastic Frosted Binders,4.24,1
Furniture,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,160.98,21
Technology,5190,65.99,9
Furniture,"\"Rubbermaid ClusterMat Chairmats, Mat Size- 66\"\" x 60\"\"",110.98,1215.28
Office Supplies,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,207.48,5
Office Supplies,Xerox 1977,6.68,11
Office Supplies,Kensington 6 Outlet SmartSocket Surge Protector,40.98,3
Technology,"Imation Neon Mac Format Diskettes, 10/Pack",8.12,12
Furniture,Bevis Boat-Shaped Conference Table,262.11,9
Office Supplies,"File Shuttle II and Handi-File, Black",33.89,6
Office Supplies,Xerox 1993,6.48,9
Office Supplies,Xerox 1932,35.44,10
Office Supplies,Harmony HEPA Quiet Air Purifiers,11.7,10
Office Supplies,Avery 498,2.89,5
Furniture,"Master Giant Foot� Doorstop, Safety Yellow",7.59,1
Office Supplies,"Wirebound Message Book, 4 per Page",5.43,9
Office Supplies,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",279.48,9
Office Supplies,Sensible Storage WireTech Storage Systems,70.98,11
Technology,Accessory17,35.99,1
Office Supplies,"\"Acco Recycled 2\"\" Capacity Laser Printer Hanging Data Binders\"",14.45,15
Office Supplies,Serrated Blade or Curved Handle Hand Letter Openers,3.14,17
Office Supplies,"\"Avery� 3 1/2\"\" Diskette Storage Pages",10.44,191.712
Office Supplies,"\"Wirebound Message Books, 2 7/8\"\" x 5\"\"",7.04,30.5992
Furniture,Hon Olson Stacker Stools,140.81,19
Office Supplies,Xerox 1894,6.48,18
Office Supplies,Kleencut� Forged Office Shears by Acme United Corporation,2.08,17
Technology,StarTAC 7760,65.99,12
Office Supplies,Flexible Leather- Look Classic Collection Ring Binder,18.94,15
Office Supplies,GBC Therma-A-Bind 250T Electric Binding System,122.99,15
Office Supplies,OIC Thumb-Tacks,1.14,7
Office Supplies,"\"Wilson Jones 1\"\" Hanging DublLock� Ring Binders\"",5.28,11
Office Supplies,Avery 481,3.08,19
Office Supplies,Xerox 1976,6.48,13
Technology,V3682,125.99,12
Office Supplies,Avery 481,3.08,75
Office Supplies,Xerox 1976,6.48,53
Technology,V3682,125.99,47
Office Supplies,"\"Wilson Jones 1\"\" Hanging DublLock� Ring Binders\"",5.28,44
Technology,StarTAC 7760,65.99,49
Office Supplies,Flexible Leather- Look Classic Collection Ring Binder,18.94,58
Office Supplies,GBC Therma-A-Bind 250T Electric Binding System,122.99,60
Office Supplies,OIC Thumb-Tacks,1.14,28
Furniture,Bevis Steel Folding Chairs,95.95,12
Office Supplies,GBC DocuBind 200 Manual Binding Machine,420.98,20
Technology,7160,140.99,15
Technology,Panasonic KX-P1150 Dot Matrix Printer,145.45,9
Office Supplies,GBC Wire Binding Strips,31.74,24
Office Supplies,Xerox 196,5.78,11
Office Supplies,Fellowes Bases and Tops For Staxonsteel�/High-Stak� Systems,33.29,15
Office Supplies,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",23.99,15
Furniture,"\"Eldon Delta Triangular Chair Mat, 52\"\" x 58\"\"",37.93,-574.546
Office Supplies,Staples� General Use 3-Ring Binders,1.88,3
Office Supplies,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,43.98,8
Technology,"Memorex 4.7GB DVD+RW, 3/Pack",28.48,6
Office Supplies,GBC Recycled Grain Textured Covers,34.54,17
Office Supplies,Xerox 1881,12.28,9
Office Supplies,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,34.58,13
Office Supplies,"\"Acme� 8\"\" Straight Scissors\"",12.98,11
Office Supplies,Bagged Rubber Bands,1.26,12
Office Supplies,Newell 346,2.88,3
Office Supplies,Xerox 1959,6.68,11
Technology,Accessory32,55.99,12
Technology,StarTAC 7797,115.99,9
Office Supplies,Xerox 1978,5.78,13
Office Supplies,Avery Poly Binder Pockets,3.58,11
Furniture,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",41.32,3
Technology,Panasonic KX-P1150 Dot Matrix Printer,145.45,7
Office Supplies,Avery 494,2.61,17
Furniture,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",349.45,11
Technology,"Imation 3.5 IBM Formatted Diskettes, 10/Box",8.32,19
Office Supplies,Xerox 1993,6.48,12
Office Supplies,Avanti 4.4 Cu. Ft. Refrigerator,180.98,25
Office Supplies,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",4.2,2
Office Supplies,GBC ProClick� 150 Presentation Binding System,315.98,9
Office Supplies,Avery 481,3.08,1
Office Supplies,Xerox 213,6.48,25
Furniture,Bevis Round Conference Table Top & Single Column Base,146.34,3
Office Supplies,Avery 474,2.88,6
Technology,Canon PC-428 Personal Copier,199.99,1
Office Supplies,Avery 481,3.08,4
Office Supplies,Xerox 213,6.48,100
Furniture,Bevis Round Conference Table Top & Single Column Base,146.34,10
Office Supplies,Avery 474,2.88,23
Office Supplies,GBC ProClick� 150 Presentation Binding System,315.98,36
Technology,Canon PC-428 Personal Copier,199.99,4
Office Supplies,"Wilson Jones Hanging View Binder, White, 1\"\"",7.1,8
Office Supplies,Xerox 1977,6.68,8
Office Supplies,GBC DocuBind TL300 Electric Binding System,896.99,1
Office Supplies,"\"Adams Write n' Stick Phone Message Book, 11\"\" X 5 1/4\"\"",5.68,25.3584
Office Supplies,"Tenex File Box, Personal Filing Tote with Lid, Black",15.51,15
Office Supplies,GBC VeloBinder Electric Binding Machine,120.98,11
Office Supplies,Avery Poly Binder Pockets,3.58,18
Office Supplies,"Dixon My First Ticonderoga Pencil, #2",5.85,7
Office Supplies,Acco� Hot Clips� Clips to Go,3.29,17
Office Supplies,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",23.99,5
Technology,Canon S750 Color Inkjet Printer,120.97,2
Office Supplies,Peel & Stick Add-On Corner Pockets,2.16,9
Office Supplies,3.6 Cubic Foot Counter Height Office Refrigerator,294.62,8
Office Supplies,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),4.98,1
Office Supplies,Colored Envelopes,3.69,9
Office Supplies,"Binney & Smith inkTank� Erasable Pocket Highlighter, Chisel Tip, Yellow",2.28,26
Office Supplies,Honeywell Enviracaire� Portable HEPA Air Cleaner for up to 10 x 16 Room,123.38,4
Technology,Logitech Access Keyboard,15.98,7
Office Supplies,Xerox 19,30.98,6
Technology,"Verbatim DVD Rewritable Disc, Single-Sided, 4.7GB",10.13,9
Office Supplies,Xerox 1979,30.98,3
Office Supplies,Kensington 4 Outlet MasterPiece� Compact Power Control Center,81.32,1
Technology,Epson FX-980 Dot Matrix Printer,400.97,25
Furniture,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",217.85,26
Furniture,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,218.75,4
Furniture,Hon 4-Shelf Metal Bookcases,100.98,11
Furniture,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",71.37,3
Furniture,Global Ergonomic Managers Chair,180.98,3
Office Supplies,"Acco Smartsocket� Table Surge Protector, 6 Color-Coded Adapter Outlets",62.05,40
Office Supplies,Avery 507,2.88,3
Furniture,"Global Leather and Oak Executive Chair, Black",300.98,2
Technology,Polycom ViewStation� Adapter H323 Videoconferencing Unit,1938.02,6
Furniture,Hon Multipurpose Stacking Arm Chairs,216.6,18
Furniture,Hon Olson Stacker Stools,140.81,10
Office Supplies,Fellowes Black Plastic Comb Bindings,5.81,12
Office Supplies,Assorted Color Push Pins,1.81,10
Office Supplies,3M Organizer Strips,5.4,4
Technology,"Imation 3.5 IBM Diskettes, 10/Box",8.46,5
Furniture,"GE 4 Foot Flourescent Tube, 40 Watt",14.98,10
Technology,300 Series Non-Flip,155.99,22
Technology,SouthWestern Bell FA970 Digital Answering Machine with Time/Day Stamp,28.99,21
Office Supplies,Eureka The Boss� Cordless Rechargeable Stick Vac,50.98,10
Furniture,Global Adaptabilities� Conference Tables,280.98,14
Office Supplies,Brown Kraft Recycled Envelopes,16.98,22
Technology,M70,125.99,2
Furniture,"Global Leather & Oak Executive Chair, Burgundy",150.89,23
Office Supplies,Ibico Hi-Tech Manual Binding System,304.99,8
Office Supplies,Eureka Disposable Bags for Sanitaire� Vibra Groomer I� Upright Vac,4.06,22
Furniture,Hon 2090 �Pillow Soft� Series Mid Back Swivel/Tilt Chairs,280.98,31
Office Supplies,"\"Acme Design Line 8\"\" Stainless Steel Bent Scissors w/Champagne Handles",6.84,-88.585
Office Supplies,Tennsco Industrial Shelving,48.91,15
Furniture,O'Sullivan Living Dimensions 2-Shelf Bookcases,120.98,10
Office Supplies,Xerox 1939,18.97,6
Office Supplies,Xerox 212,6.48,6
Office Supplies,Acme� Office Executive Series Stainless Steel Trimmers,8.57,9
Technology,BASF Silver 74 Minute CD-R,1.7,7
Office Supplies,*Staples* Highlighting Markers,4.84,4
Office Supplies,Decoflex Hanging Personal Folder File,15.42,2
Technology,"Verbatim DVD-R, 4.7GB, Spindle, WE, Blank, Ink Jet/Thermal, 20/Spindle",115.79,9
Technology,2160,115.99,11
Technology,Epson DFX-8500 Dot Matrix Printer,2550.14,2
Office Supplies,Xerox 1908,55.98,2
Office Supplies,Cardinal Poly Pocket Divider Pockets for Ring Binders,3.36,4
Office Supplies,"\"\"\"While you Were Out\"\" Message Book",3.71,6.3308
Office Supplies,Xerox 1994,6.48,7
Furniture,Eldon Executive Woodline II Cherry Finish Desk Accessories,40.89,9
Office Supplies,Belkin F9M820V08 8 Outlet Surge,42.98,16
Furniture,Telescoping Adjustable Floor Lamp,19.99,7
Office Supplies,GBC Wire Binding Strips,31.74,9
Technology,Gyration Ultra Professional Cordless Optical Suite,300.97,11
Furniture,KI Conference Tables,70.89,9
Technology,Panasonic KX-P1131 Dot Matrix Printer,264.98,10
Furniture,"Global Leather Task Chair, Black",89.99,11
Technology,TIMEPORT P8767,65.99,13
Furniture,Hon 4070 Series Pagoda� Round Back Stacking Chairs,320.98,6
Office Supplies,Bionaire Personal Warm Mist Humidifier/Vaporizer,46.89,8
Office Supplies,Xerox 1891,48.91,1
Office Supplies,Tennsco Regal Shelving Units,101.41,3
Office Supplies,"\"Avery� Durable Plastic 1\"\" Binders\"",4.54,20
Furniture,Bevis Rectangular Conference Tables,145.98,9
Technology,Okidata Pacemark 4410N Wide Format Dot Matrix Printer,3502.14,1
Office Supplies,Acme Galleria� Hot Forged Steel Scissors with Colored Handles,15.73,4
Office Supplies,"BOSTON� Ranger� #55 Pencil Sharpener, Black",25.99,18
Office Supplies,"\"Fiskars 8\"\" Scissors",17.24,47.73
Office Supplies,Avery Hanging File Binders,5.98,10
Furniture,"\"GE 48\"\" Fluorescent Tube",99.23,9/29/2010
Office Supplies,Belkin 6 Outlet Metallic Surge Strip,10.89,13
Furniture,"Dana Fluorescent Magnifying Lamp, White, 36\"\"",50.98,13
Office Supplies,"\"Black Print Carbonless Snap-Off� Rapid Letter, 8 1/2\"\" x 7\"\"\"",9.11,5
Furniture,"\"Executive Impressions 14\"\" Two-Color Numerals Wall Clock\"",22.72,5
Technology,5180,65.99,12
Furniture,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,180.98,8
Office Supplies,"\"Speediset Carbonless Redi-Letter� 7\"\" x 8 1/2\"\"\"",10.31,10
Furniture,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,218.75,10
Furniture,Hon 2111 Invitation� Series Corner Table,209.37,25
Office Supplies,Fellowes Bankers Box� Stor/Drawer� Steel Plus�,31.98,4
Office Supplies,Hoover Portapower� Portable Vacuum,4.48,21
Office Supplies,Avery 479,2.61,13
Technology,Canon MP41DH Printing Calculator,150.98,8
Office Supplies,Portfile� Personal File Boxes,17.7,11
Office Supplies,Boston 1730 StandUp Electric Pencil Sharpener,21.38,21
Office Supplies,Xerox 1897,4.98,8
Technology,Accessory4,85.99,21
Technology,SC-3160,65.99,5
Office Supplies,Avery Printable Repositionable Plastic Tabs,8.6,6
Office Supplies,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",60.22,9
Furniture,"Global Stack Chair without Arms, Black",25.98,4
Office Supplies,Fellowes Neat Ideas� Storage Cubes,32.48,10
Technology,Gyration RF Keyboard,159.99,23
Office Supplies,Ibico Laser Imprintable Binding System Covers,52.4,2
Office Supplies,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",40.99,25
Technology,Accessory21,20.99,4
Office Supplies,Xerox 198,4.98,4
Technology,T39m,155.99,13
Furniture,Novimex Swivel Fabric Task Chair,150.98,21
Furniture,"Sauder Camden County Collection Libraries, Planked Cherry Finish",114.98,4
Furniture,Bush Advantage Collection� Round Conference Table,212.6,1
Technology,2190,65.99,11
Furniture,DAX Cubicle Frames - 8x10,5.77,13
Technology,T60,95.99,6
Furniture,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",260.98,4
Furniture,O'Sullivan 3-Shelf Heavy-Duty Bookcases,58.14,3
Office Supplies,"\"Wilson Jones 1\"\" Hanging DublLock� Ring Binders\"",5.28,7
Technology,Micro Innovations Media Access Pro Keyboard,77.51,10
Office Supplies,*Staples* Highlighting Markers,4.84,1
Technology,Accessory8,85.99,9
Office Supplies,Rogers Handheld Barrel Pencil Sharpener,2.74,5
Technology,Microsoft Internet Keyboard,20.97,2
Technology,T39m,155.99,3
Furniture,Hon 2090 �Pillow Soft� Series Mid Back Swivel/Tilt Chairs,280.98,14
Office Supplies,Xerox 1922,4.98,15
Office Supplies,Fluorescent Highlighters by Dixon,3.98,11
Technology,Canon F603 Scientific Calculator,9.99,8
Furniture,"O'Sullivan Elevations Bookcase, Cherry Finish",130.98,7
Office Supplies,Eldon� Gobal File Keepers,15.14,5
Technology,Belkin 105-Key Black Keyboard,19.98,2
Technology,"Fellowes Internet Keyboard, Platinum",30.42,6
Office Supplies,Park Ridge� Embossed Executive Business Envelopes,15.57,13
Furniture,12-1/2 Diameter Round Wall Clock,19.98,3
Office Supplies,Belkin 6 Outlet Metallic Surge Strip,10.89,1
Office Supplies,"Cardinal Slant-D� Ring Binder, Heavy Gauge Vinyl",8.69,9
Technology,Accessory21,20.99,3
Office Supplies,"Array� Parchment Paper, Assorted Colors",7.28,1
Office Supplies,Tennsco Industrial Shelving,48.91,8
Furniture,Aluminum Document Frame,12.22,1
Office Supplies,Southworth Structures Collection�,7.28,12
Office Supplies,"#10 White Business Envelopes,4 1/8 x 9 1/2",15.67,17
Furniture,"Deflect-o EconoMat Nonstudded, No Bevel Mat",51.65,11
Technology,5170i,125.99,4
Office Supplies,Prang Dustless Chalk Sticks,1.68,16
Furniture,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,270.98,1
Office Supplies,Tyvek� Side-Opening Peel & Seel� Expanding Envelopes,90.48,13
Office Supplies,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,70.97,2
Office Supplies,Avery 493,4.91,6
Technology,Micro Innovations 104 Keyboard,10.97,19
Furniture,O'Sullivan 3-Shelf Heavy-Duty Bookcases,58.14,22
Office Supplies,Park Ridge� Embossed Executive Business Envelopes,15.57,22
Technology,"Memorex 4.7GB DVD-RAM, 3/Pack",31.78,12
Office Supplies,Xerox 1895,5.98,16
Furniture,Deflect-o Glass Clear Studded Chair Mats,62.18,9
Office Supplies,Prang Dustless Chalk Sticks,1.68,5
Office Supplies,4009� Highlighters by Sanford,3.98,10
Technology,TI 36X Solar Scientific Calculator,23.99,23
Office Supplies,Xerox 1906,35.44,11
Technology,"DS/HD IBM Formatted Diskettes, 10/Pack - Staples",4.98,2
Furniture,KI Conference Tables,70.89,6
Furniture,Hon 4-Shelf Metal Bookcases,100.98,18
Office Supplies,Southworth 25% Cotton Premium Laser Paper and Envelopes,19.98,12
Furniture,Eldon Wave Desk Accessories,5.89,18
Furniture,Bevis 36 x 72 Conference Tables,124.49,18
Technology,Lexmark Z25 Color Inkjet Printer,80.97,16
Office Supplies,Southworth 25% Cotton Linen-Finish Paper & Envelopes,9.06,13
Furniture,"Sauder Forest Hills Library, Woodland Oak Finish",140.98,7
Office Supplies,Colored Push Pins,1.81,41
Office Supplies,"\"Avery Trapezoid Extra Heavy Duty 4\"\" Binders\"",41.94,2
Office Supplies,Xerox 1927,4.28,4
Office Supplies,Xerox 1953,4.28,11
Furniture,Rush Hierlooms Collection Rich Wood Bookcases,160.98,19
Office Supplies,EcoTones� Memo Sheets,4,25
Technology,Hewlett-Packard 4.7GB DVD+R Discs,8.5,11
Office Supplies,Stockwell Push Pins,2.18,6
Office Supplies,Recycled Eldon Regeneration Jumbo File,12.28,12
Office Supplies,GBC DocuBind 300 Electric Binding Machine,525.98,2
Office Supplies,JM Magazine Binder,16.51,16
Technology,"\"Imation 3.5\"\" IBM-Formatted Diskettes",5.98,-391.902
Furniture,"\"Rush Hierlooms Collection 1\"\" Thick Stackable Bookcases\"",170.98,1
Office Supplies,Staples 1 Part Blank Computer Paper,11.34,11
Office Supplies,Fellowes Recycled Storage Drawers,111.03,3
Office Supplies,Boston 16765 Mini Stand Up Battery Pencil Sharpener,11.66,6
Office Supplies,Binder Clips by OIC,1.48,5
Office Supplies,Avery 510,3.75,12
Technology,T193,65.99,10
Furniture,Magna Visual Magnetic Picture Hangers,4.82,1
Office Supplies,Xerox 1936,19.98,8
Office Supplies,Avery 510,3.75,10
Furniture,"Eldon� 400 Class� Desk Accessories, Black Carbon",8.75,12
Furniture,Hon 2111 Invitation� Series Corner Table,209.37,6
Office Supplies,Avery 491,4.13,17
Technology,Accessory13,35.99,19
Office Supplies,Avery White Multi-Purpose Labels,4.98,2
Technology,1726 Digital Answering Machine,20.99,5
Office Supplies,"Tyvek � Top-Opening Peel & Seel � Envelopes, Gray",35.94,9
Office Supplies,Staples Bulldog Clip,3.78,5
Office Supplies,Staples 6 Outlet Surge,11.97,4
Furniture,Hon Comfortask� Task/Swivel Chairs,113.98,15
Technology,6120,65.99,18
Office Supplies,Ibico Covers for Plastic or Wire Binding Elements,11.5,6
Technology,Gyration Ultra Cordless Optical Suite,100.97,4
Technology,AT&T 2230 Dual Handset Phone With Caller ID/Call Waiting,99.99,6
Technology,T65,195.99,4
Office Supplies,Xerox 1961,4.98,9
Office Supplies,Xerox 1991,22.84,6
Furniture,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",23.99,4
Technology,"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus",45.19,6
Technology,StarTAC 6500,125.99,5
Furniture,Eldon Cleatmat Plus� Chair Mats for High Pile Carpets,79.52,16
Technology,270c,125.99,13
Technology,Hewlett-Packard Deskjet 6122 Color Inkjet Printer,200.97,43
Office Supplies,Eureka Disposable Bags for Sanitaire� Vibra Groomer I� Upright Vac,4.06,88
Technology,AT&T 2230 Dual Handset Phone With Caller ID/Call Waiting,99.99,32
Office Supplies,"Peel & Seel� Recycled Catalog Envelopes, Brown",11.58,49
Furniture,O'Sullivan 2-Shelf Heavy-Duty Bookcases,48.58,40
Furniture,"\"Tenex 46\"\" x 60\"\" Computer Anti-Static Chairmat",105.98,950.68
Office Supplies,"\"Wirebound Message Books, 2 7/8\"\" x 5\"\"",7.04,-5.41
Technology,Hewlett-Packard Deskjet 6122 Color Inkjet Printer,200.97,11
Office Supplies,Eureka Disposable Bags for Sanitaire� Vibra Groomer I� Upright Vac,4.06,22
Technology,AT&T 2230 Dual Handset Phone With Caller ID/Call Waiting,99.99,8
Furniture,O'Sullivan 2-Shelf Heavy-Duty Bookcases,48.58,10
Furniture,"\"Tenex 46\"\" x 60\"\" Computer Anti-Static Chairmat",105.98,713.4393
Office Supplies,"\"Wirebound Message Books, 2 7/8\"\" x 5\"\"",7.04,-5.41
Office Supplies,"Peel & Seel� Recycled Catalog Envelopes, Brown",11.58,12
Office Supplies,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",48.92,11
Office Supplies,Avery 506,4.13,1
Office Supplies,"Sanford Colorific Colored Pencils, 12/Box",2.88,12
